id,titre,matiere,score,nb_flashcards,nb_fiches,raisons
1594,FIN-PUB Semaine 9 - Léquilibre budgétaire (II),Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1595,FIP présentiel 2025,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1596,QCM FP MAI 2022 (OCRisé sans indices),Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1597,QCM FP MAI 2024 (OCRisé sans indices),Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1598,18_20 Emma Beilouny TD3 droit pénal groupe 7,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1599,2207021_COTIC BELLOUBE CATARINA L2 numérique en droit Janvier 2024 Droit pénal,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1600,2209053_CHOMBART RAPHAEL L2 numérique en droit Janvier 2024 Droit pénal,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1601,2307817_BEILOUNY EMMA L2 numérique en droit Janvier 2024 Droit pénal,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1602,Droit pénal,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1603,Pénal 1(1),Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1604,Pénal 1,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1605,Pénal 1,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1606,Pénal 10-11-12(1),Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1607,Pénal 10-11-12,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1608,Pénal 10-11-12,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1609,Pénal 2,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1610,Pénal 2,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1611,Pénal 3,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1612,Pénal 3,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1613,Pénal 4,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1614,Pénal 4,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1615,Pénal 5,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1616,Pénal 5,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1617,Pénal 6,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1618,Pénal 6,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1619,Pénal 7-8-9,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1620,Pénal 7-8-9,Licence 2 - Semestre 4,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1621,Copie de Procès exam,Licence 2 - Fiches revision,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1622,RECOMMANDATIONS BIBLIOGRAPHIQUES,Documents divers,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1623,2025_2026 matieres option Droit public,Documents divers,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1624,2025_2026 matieres option droit_prive-public,Documents divers,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1625,2025_2026 matieres option droit_prive,Documents divers,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1626,Avancer a son rythme - atuces,Documents divers,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1627,IMPORTANT - Drive ⚠️ utilisation du dossier Google Drive,Documents divers,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1628,2207021_COTIC BELLOUBE CATARINA L3 numérique en droit Janvier 2025 Droit des affaires 1 (droit des societes),Licence 3 - Semestre 5,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1629,Séance 1 - Introduction et méthodologie - Correction,Licence 3 - Semestre 5,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1630,Séance 2 - DAF - Correction,Licence 3 - Semestre 5,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1631,Séance 3 - DAF - Correction,Licence 3 - Semestre 5,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1632,Séance 4 - DAF - Correction,Licence 3 - Semestre 5,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1633,Séance 5 - DAF - Correction,Licence 3 - Semestre 5,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1634,Séance 6 - DAF - Correction,Licence 3 - Semestre 5,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1635,Séance 7 - DAF - Correction,Licence 3 - Semestre 5,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1636,semaine1 droit commun des sociétés,Licence 3 - Semestre 5,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1637,2307817_BEILOUNY EMMA L3 numérique en droit Janvier 2025 Droit de l_union europeenne 1,Licence 3 - Semestre 5,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1638,Emma BEILOUNY - Devoir substituable - Séance de TD4 (3),Licence 3 - Semestre 5,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1639,Corrigé Séance 5,Licence 3 - Semestre 5,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1640,s1 contrats spéciaux.,Licence 3 - Semestre 5,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1641,s2 contrats spéciaux.,Licence 3 - Semestre 5,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1642,2307817_BEILOUNY EMMA L3 numérique en droit Janvier 2025 Droit du travail 1 (relations individuelles de travail),Licence 3 - Semestre 5,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1643,DIP S2 - Les traités internationaux (I),Licence 3 - Semestre 5,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1644,COTIC_Catarina_GRP6_TD7 corrigé 18,Licence 3 - Semestre 5,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1645,Corrigé cas pratique mai 2023,Licence 3 - Semestre 5,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1646,Emma Beilouny td 2 corrigé 19 (1),Licence 3 - Semestre 5,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1647,Copie de PROCEDURE-PENALES1àS12,Licence 3 - Semestre 5,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1648,Corrigé TD 7_PP,Licence 3 - Semestre 5,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1649,Corrigé du galop dessai 2025 PP,Licence 3 - Semestre 5,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1650,Corrigé séance 4 PP,Licence 3 - Semestre 5,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1651,Corrigé séance 6 Procédure pénale Assas,Licence 3 - Semestre 5,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1652,PROCEDURE-PENALES1àS12,Licence 3 - Semestre 5,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1653,PROCEDURE-PENALES1àS12,Licence 3 - Semestre 5,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1654,semaine 1 procésure pénale.,Licence 3 - Semestre 5,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1655,2101777_SEDIKI AZIZ L3 numérique en droit Janvier 2024 Procedure civile (1),Licence 3 - Semestre 5,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1656,NGETT315 FN-L3 NUMéRIQUE EN DROIT JANVIER 2022-PROCéDURE CIVILE,Licence 3 - Semestre 5,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1657,2105484_PORRET RAPHAEL L3 numérique en droit mai 2024 Droit administratif des biens-1,Licence 3 - Semestre 6,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1658,2105484_PORRET RAPHAEL L3 numérique en droit mai 2024 Droit des affaires 2 (droit des societes)-1,Licence 3 - Semestre 6,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1659,2307817_BEILOUNY EMMA L3 numérique en droit Mai 2025 Droit administratif des biens,Licence 3 - Semestre 6,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1660,2309532_DEQUET CHRISTELLE L3 numérique en droit mai 2024 Droit administratif des biens (1),Licence 3 - Semestre 6,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1661,2309532_DEQUET CHRISTELLE L3 numérique en droit mai 2024 Droit administratif des biens (1),Licence 3 - Semestre 6,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1662,MONTANA-HAROCHE Grégoire(19) (2),Licence 3 - Semestre 6,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1663,2209337_CINA CARINE L3 numérique en droit Mai 2025 Droit des affaires 2 (droit des societes) (2),Licence 3 - Semestre 6,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1664,2307817_BEILOUNY EMMA L3 numérique en droit Mai 2025 Droit des affaires 2 (droit des societes),Licence 3 - Semestre 6,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1665,TD1 MONTANA-HAROCHEcorrigé (2),Licence 3 - Semestre 6,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1666,QCM DFI 2022 (corrigé normalement),Licence 3 - Semestre 6,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1667,2207021_COTIC BELLOUBE CATARINA L3 numérique en droit Mai 2025 Droit de l_Union europeenne 2,Licence 3 - Semestre 6,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1668,2410797_DUGRAND PERRINE L3 numérique en droit Mai 2025 Anglais semestre 6,Licence 3 - Semestre 6,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1669,2207021_COTIC BELLOUBE CATARINA L3 numérique en droit Mai 2025 Procedure penale,Licence 3 - Semestre 6,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1670,2209337_CINA CARINE L3 numérique en droit Mai 2025 Procedure penale (1),Licence 3 - Semestre 6,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1671,COTIC_Catarina_GRP6_TD7 corrigé 18,Licence 3 - Semestre 6,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1672,Corrigé cas pratique mai 2023,Licence 3 - Semestre 6,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1673,Emma Beilouny td 2 corrigé 19 (1),Licence 3 - Semestre 6,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1674,Cours intégral PP,Licence 3 - Semestre 6,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1675,Semaine 8 - Partie 2 Chapitre II _ les pouvoirs des enquêteurs.,Licence 3 - Semestre 6,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1676,Droit-du-travail-2024_2025-37ed-Gilles-Auzero_-Emmanuel-Dockès_-Dirk-Baugard-2023-Dalloz-97822472288,Livres et manuels,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1677,Finances publiques -- Frédéric Brigaud & Robin Degron & Vincent Uher -- 2025 -- Dunod -- d037c806e6c6331ebc5a778b3eb36466 -- Anna’s Archive,Livres et manuels,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1678,"Les grands arrêts de la jurisprudence administrative - 22e -- Long, Marceau, Weil, Prosper, Braibant, Guy, Delvolvé, -- Grands arrêts, 22e édition, -- 9782247187942 -- fb1687acd3281ff369804ad91db930f1 -- Anna",Livres et manuels,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1679,B. Manin - Principes gvt représentatif,Questions contemporaines,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1680,Chapitre 13 - Médias et Démocratie,Questions contemporaines,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1681,"Chapitre 22 - Nations, patries, des appartenances à dépasser",Questions contemporaines,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1682,Exposé QC droit à mourir_,Questions contemporaines,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1683,Démocratie,Questions contemporaines,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1684,Fiche notion _ La démocratie,Questions contemporaines,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1685,Le pouvoir et l_Autorité,Questions contemporaines,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1686,République,Questions contemporaines,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1687,L_impôt sur les riches - QC,Questions contemporaines,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1688,La fraternité est-elle une valeur périmée,Questions contemporaines,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1689,La justice en procès,Questions contemporaines,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1690,Le sport est-il l_opium des sociétés contemporaines,Questions contemporaines,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1691,L’exigence de transparence dans les démocraties contemporaines,Questions contemporaines,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1692,Qu_est ce qu_être français,Questions contemporaines,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1693,Résumés livres,Questions contemporaines,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1694,Démographie - Portrait social de la France,Questions sociales,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1695,Précisions Suc-Mella,Questions sociales,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1696,La protection sociale_ définition et modèle,Questions sociales,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1697,Le travail et ses évolutions _ une crise du travail,Questions sociales,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1698,HCSP-2025-DT-Planification écologique emplois-compétences_11sept11h-COUV,Questions sociales,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1699,Pt2 Exécution contral L,Questions sociales,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1700,Séance 3 _ Un multilatéralisme en crise(s),Relations internationales,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1701,Séance 4 _,Relations internationales,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1702,Séance 5 _ Les transformations de la diplomatie _,Relations internationales,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1703,"Droit et légistique, Léa(1)",M1 Droit et legistique,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1704,"Droit et légistique, Léa",M1 Droit et legistique,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1705,Fiche Droit et Légistique - Balthazar,M1 Droit et legistique,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1706,Fiche Droit et Légistique - Balthazar,M1 Droit et legistique,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1707,PolEco Thème 10,M1 Politique economique,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1708,PolEco Thème 6,M1 Politique economique,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1709,PolEco Thème 6,M1 Politique economique,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1710,PolEco Thème 7,M1 Politique economique,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1711,PolEco Thème 7,M1 Politique economique,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1712,PolEco Thème 8 (hors examen),M1 Politique economique,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1713,PolEco Thème 8 (hors examen),M1 Politique economique,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1714,PolEco Thème 9(1),M1 Politique economique,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1715,PolEco Thème 9,M1 Politique economique,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1716,PolEco Thème 9,M1 Politique economique,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1717,Fiche Léa,M1 Politique economique,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1718,Fiches - Politiques écononomiques,M1 Politique economique,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1719,QCM-1 économie,M1 Politique economique,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1720,QCM-1 économie,M1 Politique economique,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1721,QCM-2 économie,M1 Politique economique,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1722,Anaëlle Séance 1,M1 Management et egalites,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1723,Anaëlle Séance 10,M1 Management et egalites,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1724,Anaëlle Séance 2,M1 Management et egalites,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1725,Anaëlle Séance 3,M1 Management et egalites,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1726,Anaëlle Séance 4,M1 Management et egalites,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1727,Anaëlle Séance 5,M1 Management et egalites,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1728,Anaëlle Séance 6,M1 Management et egalites,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1729,Anaëlle Séance 7,M1 Management et egalites,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1730,Anaëlle Séance 8,M1 Management et egalites,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1731,Anaëlle Séance 9,M1 Management et egalites,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1732,séance 1 mngmt Nina,M1 Management et egalites,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1733,Management des égalités professionnelles (AP+CMB) Léa,M1 Management et egalites,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1734,management et égalités professionnelles - cours,M1 Management et egalites,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
1735,séance 1 mngmt Nina,M1 Management et egalites,18,0,0,"contenu vide/court (<200 chars), aucune fiche, aucune flashcard"
267,République,Questions contemporaines,16,3,0,"contenu vide/court (<200 chars), aucune fiche, peu de flashcards (3)"
58,Quizlet _ https_quizlet,Droit public,15,20,0,"contenu vide/court (<200 chars), aucune fiche"
527,Quizlet _ https_quizlet,Droit public,15,20,0,"contenu vide/court (<200 chars), aucune fiche"
747,1203244_MIKART PRISCILLA L2 numérique en droit Janvier 2023 Hist droit des oblig,Licence 2 - Semestre 3,15,20,0,"contenu vide/court (<200 chars), aucune fiche"
722,Schéma EURL 1,Licence 2 - Semestre 3,12,20,1,"contenu vide/court (<200 chars), titre de fiche générique"
723,Schéma EURL 2,Licence 2 - Semestre 3,12,20,1,"contenu vide/court (<200 chars), titre de fiche générique"
725,Schémas EI 2,Licence 2 - Semestre 3,12,20,1,"contenu vide/court (<200 chars), titre de fiche générique"
693,DAF 8-9-10-2,Licence 2 - Semestre 3,8,0,0,"aucune fiche, aucune flashcard"
695,DAF 8-9-10,Licence 2 - Semestre 3,8,0,0,"aucune fiche, aucune flashcard"
1372,Conférence-de-méthode-de-politique-économique-Correction-du-concours-blanc-et-méthodologie-IEP-de-Toulouse-7-janvier-2025 (1),Documents divers,8,0,0,"aucune fiche, aucune flashcard"
1375,Corrigé Composition Louise Foutrel (1),Droit public,8,0,0,"aucune fiche, aucune flashcard"
1376,Définitions et typologie,Droit public,8,0,0,"aucune fiche, aucune flashcard"
1377,Fiche - Convention européenne des droits de l_homme,Droit public,8,0,0,"aucune fiche, aucune flashcard"
1378,Les traités internationaux sur les DF,Droit public,8,0,0,"aucune fiche, aucune flashcard"
1379,Fiche Dualité,Droit public,8,0,0,"aucune fiche, aucune flashcard"
1380,Fiche _ La jurisprudence administrative et les principes généraux du droit,Droit public,8,0,0,"aucune fiche, aucune flashcard"
1381,II- La dualité des ordres de juridictions,Droit public,8,0,0,"aucune fiche, aucune flashcard"
1382,La répartition des compétences juridictionnelles entre juridictions administratives et juridictions judicaires,Droit public,8,0,0,"aucune fiche, aucune flashcard"
1383,Autorités de police,Droit public,8,0,0,"aucune fiche, aucune flashcard"
1384,Fiche _ La responsabilité administrative (Espagno 2A),Droit public,8,0,0,"aucune fiche, aucune flashcard"
1385,Fiche _ Le règlement des litiges en dehors du juge administratif (Licence 2 Assas),Droit public,8,0,0,"aucune fiche, aucune flashcard"
1386,La responsabilité administrative,Droit public,8,0,0,"aucune fiche, aucune flashcard"
1387,Le Conseil d’Etat et les autres juridictions administratives organisation des juridictions _ la procédure administrative contentieuse _ les recours contentieux _ l’exécution des décisions des juridictions administratives,Droit public,8,0,0,"aucune fiche, aucune flashcard"
1388,Fiche sur les acteurs qui contrôlent le respect de la hiérarchie des normes,Droit public,8,0,0,"aucune fiche, aucune flashcard"
1389,Fiche technique _ Les sources du droit public et la hiérarchie des normes,Droit public,8,0,0,"aucune fiche, aucune flashcard"
1390,Introduction - Le contrôle du respect de la hiérarchie des normes - Lina Dienakwiza-Lusakweno,Droit public,8,0,0,"aucune fiche, aucune flashcard"
1391,L_exigence de qualité des normes_,Droit public,8,0,0,"aucune fiche, aucune flashcard"
1392,La hiérarchie des normes de droit de l’UE,Droit public,8,0,0,"aucune fiche, aucune flashcard"
1393,Le contrôle de légalité de l’acte administratif,Droit public,8,0,0,"aucune fiche, aucune flashcard"
1394,Les conflits de normes et leur règlement,Droit public,8,0,0,"aucune fiche, aucune flashcard"
1395,"Le Président de la République, le Gouvernement et la coordination interministérielle",Droit public,8,0,0,"aucune fiche, aucune flashcard"
1396,Les autorités administratives indépendantes et les autorités publiques indépendantes,Droit public,8,0,0,"aucune fiche, aucune flashcard"
1397,Les collectivités territoriales et la décentralisation,Droit public,8,0,0,"aucune fiche, aucune flashcard"
1398,L’administration territoriale de l’Etat et la déconcentration,Droit public,8,0,0,"aucune fiche, aucune flashcard"
1399,Les arrêts,Droit public,8,0,0,"aucune fiche, aucune flashcard"
1400,Lien quizzlet _inversé_ tout chapitres,Droit public,8,0,0,"aucune fiche, aucune flashcard"
1402,Autorités compétentes en matière de police administrative,Droit public,8,0,0,"aucune fiche, aucune flashcard"
1403,"Corrigé L’ordre public, une notion évolutive _- Lina Dienakwiza-Lusakweno",Droit public,8,0,0,"aucune fiche, aucune flashcard"
1404,Corrigé M. Fournier PA Droit 3009,Droit public,8,0,0,"aucune fiche, aucune flashcard"
1405,L’acte administratif unilatéral,Droit public,8,0,0,"aucune fiche, aucune flashcard"
1406,Corrigé Maadi FOURNIER Service Public 0710,Droit public,8,0,0,"aucune fiche, aucune flashcard"
1407,"Code général de la fonction publique, livre 1 _ résumé",Droit public,8,0,0,"aucune fiche, aucune flashcard"
1408,"Fiche _ Bénassy-Coeuré, Chap 10 - Innovation",Economie,8,0,0,"aucune fiche, aucune flashcard"
1409,Fiche _ Macroéco 1A Brossard,Economie,8,0,0,"aucune fiche, aucune flashcard"
1410,La politique budgétaire,Economie,8,0,0,"aucune fiche, aucune flashcard"
1411,Politique de stabilité financière,Economie,8,0,0,"aucune fiche, aucune flashcard"
1412,Politique fiscale et réduction des inégalités,Economie,8,0,0,"aucune fiche, aucune flashcard"
1413,Politique monétaire,Economie,8,0,0,"aucune fiche, aucune flashcard"
1414,Politiques de la concurrence et de régulation économique,Economie,8,0,0,"aucune fiche, aucune flashcard"
1415,Politiques de l’Union économique et monétaire,Economie,8,0,0,"aucune fiche, aucune flashcard"
1416,Système monétaire international,Economie,8,0,0,"aucune fiche, aucune flashcard"
1417,Inflation et déflation_,Economie,8,0,0,"aucune fiche, aucune flashcard"
1418,Les politiques structurelles et interventions de l’Etat face aux défaillances de marché_,Economie,8,0,0,"aucune fiche, aucune flashcard"
1421,L’intégration régional européenne_,Economie,8,0,0,"aucune fiche, aucune flashcard"
1422,Macroéconomie _ Théories et Politiques 1A,Economie,8,0,0,"aucune fiche, aucune flashcard"
1423,Exposé Colombia,Espagnol,8,0,0,"aucune fiche, aucune flashcard"
1424,Exposé Venezuela (ES_FR),Espagnol,8,0,0,"aucune fiche, aucune flashcard"
1425,exposé Salvador,Espagnol,8,0,0,"aucune fiche, aucune flashcard"
1426,México narco 2025,Espagnol,8,0,0,"aucune fiche, aucune flashcard"
1427,Retos en América Latina 2025,Espagnol,8,0,0,"aucune fiche, aucune flashcard"
1428,Résumés espagnol,Espagnol,8,0,0,"aucune fiche, aucune flashcard"
1429,Résumés révision exam espagnol,Espagnol,8,0,0,"aucune fiche, aucune flashcard"
1431,CT et développement éco,Finances publiques,8,0,0,"aucune fiche, aucune flashcard"
1432,Fiche Gabriel _ La mise en cause de la responsabilité des gestionnaires publics,Finances publiques,8,0,0,"aucune fiche, aucune flashcard"
1433,ADM 11 - Les normes internationales et européennes,Licence 2 - Semestre 3,8,0,0,"aucune fiche, aucune flashcard"
1434,ADM 12 - Les normes législatives et réglementaires,Licence 2 - Semestre 3,8,0,0,"aucune fiche, aucune flashcard"
1435,Corrigé-Catarina Cotic Belloube_TD_principe_légalité,Licence 2 - Semestre 3,8,0,0,"aucune fiche, aucune flashcard"
1436,Copy of ADM 12 - Les normes législatives et réglementaires,Licence 2 - Semestre 3,8,0,0,"aucune fiche, aucune flashcard"
1437,DAD_Conseils méthodologiques_2024-2025,Licence 2 - Semestre 3,8,0,0,"aucune fiche, aucune flashcard"
1438,Récapitulatif majeures cas pratiques word,Licence 2 - Semestre 3,8,0,0,"aucune fiche, aucune flashcard"
